Tn,Tavg,RH_avg,ss,ff_avg
27.00,29.00,69.00,6.60,1.00
27.00,29.30,67.00,0.00,1.00
25.00,27.20,79.00,2.80,1.00
25.00,28.40,73.00,0.00,1.00
26.00,29.00,70.00,9.20,2.00
25.00,28.50,71.00,5.00,1.00
26.00,28.60,69.00,9.00,2.00
26.00,29.10,65.00,9.30,2.00
26.00,28.60,71.00,6.80,2.00
25.00,28.80,69.00,7.00,1.00
25.00,28.60,67.00,8.00,1.00
26.00,29.20,68.00,8.40,1.00
27.00,29.30,71.00,7.60,2.00
27.00,29.00,73.00,6.30,1.00
26.00,29.40,72.00,5.50,2.00
26.00,29.50,75.00,6.60,2.00
27.00,30.80,67.00,6.80,2.00
27.00,29.50,71.00,8.00,1.00
27.00,30.10,63.00,8.30,1.00
27.00,29.80,63.00,7.00,1.00
26.00,30.50,58.00,8.00,2.00
27.00,29.60,67.00,8.20,1.00
27.00,30.10,68.00,8.00,1.00
28.00,29.60,73.00,8.00,1.00
27.00,29.90,67.00,7.20,1.00
26.00,29.20,73.00,2.50,1.00
27.00,30.00,71.00,6.50,1.00
27.00,29.40,74.00,7.00,1.00
27.00,29.50,73.00,7.20,1.00
27.00,29.20,69.00,4.30,1.00
25.00,28.80,71.00,6.00,1.00
26.00,29.50,72.00,5.60,1.00
27.00,30.20,68.00,6.00,1.00
27.00,29.90,71.00,7.50,1.00
24.00,27.00,83.00,5.00,1.00
25.00,29.40,73.00,2.00,1.00
26.00,29.60,73.00,8.50,1.00
27.00,29.90,74.00,8.90,1.00
26.00,29.10,74.00,9.00,1.00
26.00,29.10,76.00,3.00,2.00
25.00,28.60,80.00,5.40,1.00
26.00,28.70,79.00,6.90,1.00
27.00,29.70,71.00,2.00,1.00
27.00,29.40,71.00,3.70,1.00
25.00,28.90,76.00,4.00,1.00
26.00,28.70,75.00,3.20,2.00
25.00,28.80,76.00,0.30,1.00
27.00,29.40,75.00,4.50,1.00
27.00,29.70,69.00,0.80,1.00
26.00,29.00,77.00,5.00,1.00
27.00,28.40,80.00,1.30,1.00
26.00,27.80,84.00,0.00,1.00
26.00,28.50,76.00,2.00,1.00
26.00,28.40,79.00,5.00,1.00
26.00,28.90,77.00,1.00,1.00
27.00,29.10,74.00,0.30,1.00
25.00,29.30,70.00,3.20,2.00
27.00,29.90,65.00,1.50,2.00
26.00,30.50,71.00,7.00,1.00
28.00,30.40,67.00,8.20,1.00
27.00,29.80,69.00,7.00,1.00
26.00,29.60,72.00,0.40,1.00
27.00,29.30,73.00,5.50,1.00
27.00,29.80,70.00,5.70,1.00
26.00,28.70,78.00,2.00,1.00
26.00,27.80,82.00,5.30,1.00
25.00,28.20,80.00,6.50,1.00
26.00,28.60,77.00,2.90,1.00
27.00,27.60,81.00,1.80,1.00
24.00,28.20,79.00,1.00,1.00
26.00,28.90,80.00,6.00,2.00
26.00,27.90,81.00,4.00,1.00
25.00,27.50,82.00,3.00,1.00
25.00,28.60,80.00,2.00,0.00
27.00,29.10,74.00,0.00,1.00
27.00,27.50,85.00,2.20,0.00
26.00,27.80,81.00,0.00,1.00
25.00,28.20,82.00,1.60,1.00
26.00,28.10,78.00,5.20,1.00
26.00,28.90,75.00,4.00,1.00
26.00,29.30,77.00,6.20,1.00
27.00,29.00,79.00,0.50,1.00
27.00,28.50,79.00,0.00,1.00
27.00,29.10,75.00,1.50,1.00
27.00,28.40,78.00,4.00,1.00
25.00,29.40,75.00,1.20,1.00
26.00,29.30,70.00,5.30,2.00
26.00,28.50,73.00,6.00,2.00
27.00,29.60,67.00,4.00,2.00
27.00,30.20,67.00,3.50,2.00
27.00,29.10,73.00,8.00,1.00
26.00,28.40,78.00,4.67,2.00
25.00,29.70,69.00,4.67,2.00
27.00,29.00,66.00,7.40,2.00
27.00,28.60,77.00,4.00,1.00
26.00,27.30,78.00,0.00,2.00
26.00,29.00,70.00,0.10,2.00
24.00,27.10,81.00,4.20,3.00
25.00,26.70,82.00,2.70,2.00
25.00,28.80,71.00,0.50,3.00
26.00,29.30,67.00,6.00,3.00
26.00,29.50,72.00,8.00,4.00
26.00,30.20,69.00,5.40,4.00
27.00,28.80,71.00,8.00,3.00
24.00,26.00,84.00,5.50,2.00
24.20,28.30,75.00,1.20,2.00
24.60,28.30,74.00,4.60,2.00
24.80,29.30,67.00,6.00,3.00
26.40,28.90,71.00,8.80,1.00
26.60,29.40,72.00,4.30,1.00
27.40,29.70,77.00,8.00,2.00
25.00,28.20,80.00,7.90,2.00
26.00,28.90,80.00,5.20,2.00
24.00,27.70,83.00,3.60,1.00
25.00,29.00,79.00,5.50,1.00
23.60,28.60,80.00,8.00,2.00
25.00,28.10,81.00,5.40,1.00
23.00,27.40,78.00,1.00,1.00
26.00,28.50,79.00,0.70,2.00
26.20,27.90,81.00,1.50,1.00
26.00,28.30,78.00,0.00,2.00
26.00,28.00,78.00,2.30,2.00
24.60,27.50,81.00,2.00,1.00
25.80,28.30,78.00,1.00,2.00
26.00,27.60,84.00,3.00,1.00
24.60,26.10,89.00,0.10,1.00
24.00,27.50,80.00,0.00,1.00
24.60,27.50,82.00,1.00,3.00
24.00,26.30,87.00,6.70,1.00
24.60,27.90,83.00,0.00,2.00
24.60,27.40,86.00,3.40,1.00
25.80,28.10,80.00,0.00,2.00
23.80,27.80,80.00,1.00,1.00
23.80,27.30,86.00,5.00,1.00
25.00,26.80,86.00,5.30,2.00
25.00,27.00,83.00,3.50,1.00
24.00,27.90,80.00,3.20,2.00
25.80,28.00,83.00,4.80,1.00
26.60,28.50,80.00,6.50,2.00
25.20,28.50,80.00,2.80,1.00
26.20,27.40,84.00,5.40,1.00
24.00,29.20,77.00,4.00,1.00
26.20,28.40,83.00,7.60,2.00
26.40,28.80,74.00,7.80,1.00
25.00,27.90,82.00,5.00,2.00
25.00,26.80,83.00,6.00,1.00
25.60,27.80,82.00,4.30,2.00
25.60,28.40,78.00,3.00,1.00
24.60,28.70,76.00,1.00,1.00
25.60,28.20,79.00,9.00,1.00
25.50,27.60,84.00,3.00,1.00
24.60,27.50,80.00,2.50,1.00
24.80,29.00,76.00,7.00,2.00
27.00,29.30,76.00,4.20,1.00
26.60,28.10,84.00,6.00,1.00
26.00,27.60,86.00,1.40,1.00
25.60,27.80,80.00,2.00,2.00
24.00,27.80,82.00,3.00,2.00
25.80,28.40,77.00,7.00,2.00
25.00,29.20,76.00,5.20,2.00
26.40,29.70,76.00,6.00,2.00
26.00,29.10,83.00,8.90,1.00
26.60,29.10,82.00,8.00,1.00
26.80,28.30,80.00,5.00,2.00
23.80,28.50,78.00,3.20,2.00
25.00,27.10,86.00,3.00,1.00
24.20,28.00,82.00,0.80,2.00
24.00,27.50,82.00,8.00,1.00
24.60,25.70,88.00,4.00,1.00
24.00,27.20,78.00,0.00,1.00
25.00,28.60,79.00,0.00,2.00
24.40,27.50,81.00,7.50,2.00
25.00,28.40,77.00,4.00,1.00
26.20,28.10,78.00,2.20,2.00
25.00,27.10,84.00,3.10,2.00
24.80,28.00,79.00,0.60,1.00
24.00,27.90,73.00,2.00,1.00
24.60,28.70,78.00,5.30,2.00
25.00,28.60,74.00,5.00,2.00
26.20,27.80,78.00,3.40,2.00
25.40,28.00,76.00,1.00,1.00
25.80,27.70,78.00,2.60,2.00
25.00,28.30,77.00,1.00,3.00
26.20,28.40,76.00,7.00,2.00
26.80,29.20,74.00,3.00,2.00
27.00,29.20,76.00,7.00,2.00
25.00,29.10,74.00,6.00,2.00
26.40,27.70,80.00,7.00,1.00
25.60,28.80,79.00,3.20,2.00
25.00,28.20,82.00,8.30,1.00
25.00,29.40,74.00,6.40,2.00
25.00,28.70,77.00,2.50,2.00
25.80,28.70,79.00,7.30,1.00
25.80,28.50,78.00,6.50,1.00
26.60,28.30,76.00,4.50,2.00
25.00,27.70,79.00,5.00,2.00
25.00,28.10,82.00,6.10,2.00
25.20,29.40,74.00,7.80,2.00
26.80,28.50,79.00,6.00,2.00
26.60,28.50,80.00,3.50,1.00
25.00,28.00,78.00,5.50,1.00
24.80,29.10,82.00,6.80,2.00
25.00,28.60,80.00,5.20,2.00
25.00,29.50,74.00,3.00,1.00
26.00,30.40,70.00,3.00,2.00
26.00,29.50,75.00,6.90,2.00
27.00,29.80,75.00,3.90,2.00
25.80,29.60,70.00,6.30,1.00
26.00,28.80,78.00,6.20,2.00
25.00,28.30,81.00,3.60,1.00
26.00,28.90,80.00,4.00,1.00
26.40,30.70,74.00,5.30,2.00
26.00,27.90,86.00,6.90,1.00
25.00,27.80,83.00,2.80,1.00
25.60,29.40,80.00,0.50,2.00
27.20,30.10,69.00,5.50,2.00
25.20,30.30,72.00,6.60,2.00
27.40,28.00,84.00,5.00,1.00
25.40,29.30,77.00,0.00,1.00
26.00,28.30,84.00,6.00,1.00
26.20,27.90,85.00,4.30,1.00
27.00,28.50,82.00,0.10,1.00
26.40,28.90,81.00,2.30,1.00
26.40,28.20,83.00,0.50,1.00
26.00,28.60,76.00,1.50,3.00
25.60,29.60,72.00,1.00,2.00
26.40,29.20,78.00,6.00,1.00
27.00,29.50,79.00,6.00,2.00
26.00,29.10,80.00,5.00,2.00
27.00,29.00,78.00,6.00,1.00
26.00,29.40,77.00,1.50,1.00
27.00,29.00,77.00,6.00,1.00
26.00,28.80,78.00,5.20,2.00
26.00,28.40,78.00,6.40,1.00
26.00,29.40,81.00,2.60,1.00
27.00,29.90,76.00,5.00,1.00
27.00,30.00,72.00,5.15,1.00
28.00,30.30,72.00,6.80,2.00
26.00,30.40,74.00,6.40,2.00
25.00,29.10,77.00,4.50,1.00
26.00,28.70,80.00,5.00,1.00
26.00,29.10,77.00,5.00,1.00
27.00,29.60,70.00,3.00,2.00
27.00,30.30,72.00,6.00,2.00
28.00,30.30,71.00,6.20,1.00
27.00,29.80,69.00,7.00,2.00
27.00,30.50,68.00,6.00,2.00
27.00,30.20,66.00,6.40,1.00
27.00,29.60,71.00,6.50,1.00
27.00,29.80,70.00,6.30,1.00
27.00,30.60,69.00,5.50,2.00
27.00,30.30,68.00,6.50,2.00
28.00,30.10,72.00,6.30,2.00
27.00,29.50,73.00,6.00,1.00
26.00,30.60,66.00,6.50,1.00
27.00,29.40,72.00,6.50,1.00
27.00,29.50,74.00,5.20,2.00
27.00,28.60,71.00,4.30,1.00
26.00,29.60,71.00,1.00,2.00
26.00,29.50,74.00,5.00,1.00
27.00,30.00,75.00,6.50,2.00
27.00,29.30,73.00,5.00,1.00
24.00,29.10,79.00,3.20,2.00
25.00,29.10,76.00,4.70,1.00
26.00,29.10,70.00,5.70,1.00
26.00,29.70,74.00,6.20,1.00
27.00,29.70,74.00,5.00,1.00
28.00,29.80,75.00,5.50,1.00
26.00,28.60,78.00,4.20,1.00
26.00,29.20,77.00,2.00,1.00
27.00,29.50,74.00,4.00,2.00
25.00,29.30,72.00,2.50,1.00
25.00,28.80,70.00,4.80,1.00
25.00,29.50,72.00,6.20,1.00
27.00,29.60,66.00,6.50,1.00
26.00,28.60,72.00,5.30,1.00
26.00,28.50,71.00,6.50,1.00
26.00,28.90,72.00,6.50,2.00
25.00,29.20,69.00,4.40,1.00
25.00,29.10,67.00,4.20,2.00
26.00,29.10,67.00,6.50,1.00
25.00,28.40,72.00,5.00,1.00
26.00,29.10,69.00,6.50,1.00
25.00,28.70,66.00,5.50,1.00
26.00,28.80,65.00,6.20,1.00
26.00,28.70,70.00,6.60,1.00
25.00,28.70,68.00,6.50,1.00
26.00,28.80,72.00,6.20,1.00
26.00,29.00,75.00,6.00,1.00
25.00,29.50,70.00,3.00,1.00
25.00,29.30,72.00,2.60,1.00
27.00,29.20,72.00,6.50,2.00
26.00,29.00,72.00,5.20,2.00
26.00,28.70,75.00,6.30,1.00
25.00,27.90,76.00,5.50,2.00
25.00,28.40,68.00,6.10,1.00
26.00,29.40,61.00,6.50,1.00
26.00,28.30,70.00,6.20,2.00
26.00,28.20,68.00,5.80,1.00
24.00,27.40,66.00,3.00,1.00
25.00,28.10,64.00,6.00,1.00
24.00,27.40,64.00,6.40,1.00
24.00,28.10,62.00,6.20,1.00
25.00,29.90,62.00,6.30,1.00
27.00,29.80,68.00,3.60,2.00
27.00,29.20,68.00,4.20,1.00
27.00,29.30,72.00,6.50,1.00
26.00,29.00,59.00,4.50,2.00
26.00,29.30,60.00,6.30,1.00
25.00,28.50,68.00,5.50,2.00
25.00,28.20,70.00,6.50,2.00
26.00,28.20,72.00,6.20,1.00
25.00,28.70,71.00,6.00,1.00
27.00,28.60,74.00,6.20,1.00
26.00,28.50,69.00,5.20,1.00
25.00,28.80,65.00,5.00,1.00
25.00,28.10,66.00,6.20,2.00
25.00,28.40,70.00,6.10,2.00
25.00,28.30,70.00,6.20,1.00
25.00,28.10,62.00,4.20,1.00
25.00,28.00,68.00,5.80,2.00
24.00,26.60,60.00,5.80,1.00
24.00,27.80,61.00,6.20,1.00
25.00,27.70,63.00,6.00,1.00
24.00,27.50,72.00,4.20,2.00
25.00,27.90,70.00,4.80,1.00
25.00,27.90,71.00,6.00,2.00
26.00,28.60,66.00,5.80,1.00
25.00,29.00,70.00,6.00,2.00
26.00,28.60,73.00,7.10,2.00
26.00,28.60,74.00,4.00,2.00
27.00,28.60,71.00,5.30,1.00
27.00,28.90,72.00,1.00,2.00
25.00,28.20,66.00,3.30,1.00
25.00,27.50,70.00,6.50,1.00
25.00,28.30,62.00,6.50,1.00
26.00,29.40,63.00,5.50,2.00
26.00,28.80,70.00,6.60,1.00
26.00,28.30,72.00,3.50,2.00
25.00,28.00,69.00,5.50,1.00
26.00,28.00,68.00,6.60,1.00
26.00,28.40,70.00,6.80,2.00
26.00,28.60,74.00,3.20,1.00
27.00,28.70,76.00,6.30,1.00
25.00,28.90,70.00,3.90,1.00
25.00,29.20,69.00,5.00,2.00
25.00,27.70,69.00,7.00,1.00
25.00,28.10,72.00,7.00,1.00
25.00,28.30,73.00,5.30,2.00
26.00,29.00,71.00,6.40,1.00
25.00,28.80,71.00,5.00,2.00
25.00,28.80,72.00,5.50,2.00
25.00,28.00,70.00,4.40,1.00
26.00,28.50,69.00,5.20,1.00
26.00,28.90,65.00,6.00,1.00
25.00,28.50,70.00,5.00,1.00
26.00,29.80,57.00,7.20,2.00
25.00,28.60,66.00,8.00,1.00
25.00,28.40,62.00,8.50,1.00
25.00,28.20,64.00,5.00,1.00
24.00,27.00,67.00,6.00,1.00
24.00,27.90,70.00,7.00,1.00
26.00,28.90,68.00,7.50,1.00
25.00,29.50,67.00,6.00,2.00
25.00,28.40,78.00,6.80,2.00
26.00,29.60,71.00,6.70,2.00
26.00,28.90,67.00,7.00,1.00
26.00,29.10,64.00,8.30,1.00
25.00,28.50,70.00,6.80,1.00
26.00,29.00,70.00,8.00,2.00
26.00,29.70,66.00,7.00,1.00
25.00,28.80,72.00,7.00,2.00
27.00,29.90,70.00,7.30,1.00
27.00,29.90,68.00,8.50,2.00
27.00,29.40,71.00,6.50,1.00
27.00,29.10,72.00,5.00,1.00
27.00,29.60,67.00,8.00,1.00
26.00,28.60,70.00,6.30,1.00
26.00,29.30,70.00,7.50,1.00
27.00,29.30,71.00,8.00,2.00
27.00,29.80,66.00,6.50,2.00
26.00,29.70,61.00,8.80,1.00
27.00,29.60,61.00,8.00,1.00
25.00,29.90,59.00,6.80,2.00
27.00,29.30,68.00,6.30,2.00
26.00,29.00,73.00,7.80,1.00
25.00,28.80,75.00,8.50,2.00
27.00,29.80,66.00,6.00,1.00
25.00,29.40,70.00,6.00,2.00
26.00,29.00,70.00,6.20,2.00
27.00,29.30,72.00,5.70,1.00
27.00,29.50,70.00,7.00,1.00
26.00,29.40,67.00,7.50,1.00
26.00,29.60,71.00,6.00,1.00
27.00,29.40,71.00,6.20,1.00
27.00,30.00,71.00,5.40,1.00
27.00,29.50,70.00,7.80,1.00
26.00,30.70,65.00,7.00,1.00
26.00,30.30,66.00,7.80,1.00
27.00,30.40,64.00,9.00,1.00
27.00,29.90,68.00,8.20,1.00
27.00,30.20,71.00,8.60,2.00
27.00,29.50,72.00,8.00,2.00
27.00,29.30,74.00,8.00,1.00
27.00,29.30,73.00,2.70,1.00
26.00,29.30,73.00,5.00,1.00
26.00,29.20,70.00,6.00,2.00
27.00,29.70,68.00,8.00,2.00
27.00,28.30,75.00,7.80,2.00
25.00,28.90,68.00,5.50,1.00
25.00,29.10,70.00,6.00,1.00
27.00,29.60,68.00,7.00,2.00
27.00,29.70,69.00,4.30,1.00
25.00,29.20,74.00,7.00,2.00
25.00,28.70,69.00,6.50,1.00
26.00,28.80,68.00,8.00,2.00
26.00,29.80,65.00,8.70,2.00
26.00,29.40,72.00,8.50,1.00
27.00,30.10,63.00,5.20,1.00
26.00,29.90,71.00,7.00,1.00
27.00,30.10,70.00,3.00,1.00
28.00,28.50,77.00,1.20,1.00
26.00,29.90,70.00,0.50,2.00
27.00,30.40,66.00,8.80,1.00
27.00,30.30,62.00,8.00,1.00
25.00,29.70,71.00,8.00,1.00
27.00,29.70,70.00,5.20,1.00
25.00,29.80,70.00,8.00,2.00
27.00,28.80,77.00,7.80,2.00
27.00,29.60,74.00,5.30,1.00
27.00,29.80,73.00,3.20,1.00
27.00,29.90,71.00,2.50,1.00
27.00,29.40,77.00,7.00,1.00
27.00,29.90,76.00,3.30,1.00
28.00,30.10,73.00,6.40,2.00
27.00,30.20,74.00,3.00,2.00
27.00,29.70,73.00,7.00,1.00
25.00,29.20,74.00,3.50,1.00
26.00,29.90,76.00,5.50,1.00
27.00,30.10,73.00,9.00,2.00
27.00,30.00,72.00,5.00,2.00
26.00,29.90,76.00,6.00,2.00
25.00,29.10,78.00,7.20,2.00
27.00,28.70,82.00,5.70,1.00
25.00,27.80,81.00,0.20,2.00
26.00,28.60,81.00,0.00,2.00
27.00,29.40,75.00,8.00,2.00
27.00,28.50,77.00,7.30,1.00
26.00,28.10,77.00,0.00,2.00
25.00,27.20,83.00,5.00,1.00
26.00,28.60,78.00,1.20,2.00
26.00,29.00,73.00,3.00,2.00
27.00,29.40,74.00,6.30,1.00
27.00,28.80,80.00,4.70,1.00
25.00,26.90,87.00,0.00,1.00
25.00,28.80,78.00,2.20,1.00
26.00,28.70,80.00,8.40,1.00
26.00,29.20,70.00,4.70,1.00
25.00,29.30,72.00,5.00,2.00
25.00,27.50,86.00,5.50,1.00
25.00,28.20,82.00,3.80,2.00
25.00,28.70,74.00,4.90,1.00
25.00,26.30,92.00,6.50,0.00
25.00,27.90,82.00,0.20,1.00
26.00,27.30,85.00,3.60,1.00
25.00,26.90,86.00,2.50,2.00
25.00,27.50,84.00,2.70,1.00
25.00,28.90,75.00,1.00,2.00
26.00,27.60,83.00,9.00,2.00
25.00,26.80,90.00,4.50,1.00
25.00,27.60,80.00,0.00,2.00
25.40,28.50,77.00,3.00,2.00
25.60,28.30,82.00,0.00,2.00
26.80,27.90,85.00,0.40,1.00
25.00,27.00,87.00,0.00,1.00
25.20,26.90,89.00,1.20,1.00
25.00,28.20,80.00,2.50,1.00
25.00,27.70,85.00,0.00,2.00
24.40,25.90,90.00,0.00,1.00
24.60,26.50,87.00,0.00,2.00
25.20,27.90,80.00,0.50,1.00
25.40,27.50,82.00,6.00,1.00
26.00,28.50,80.00,1.00,3.00
25.60,27.90,82.00,7.80,1.00
25.60,28.20,83.00,3.20,2.00
26.40,28.40,82.00,2.20,2.00
24.00,27.50,81.00,6.00,1.00
25.00,28.10,78.00,2.00,1.00
25.80,28.40,83.00,8.80,2.00
26.40,28.60,82.00,2.40,1.00
26.80,29.00,80.00,4.20,1.00
25.40,28.30,83.00,4.00,1.00
26.00,26.80,92.00,4.70,0.00
25.80,27.10,89.00,0.00,1.00
25.80,28.20,84.00,0.50,2.00
25.80,28.30,80.00,7.00,1.00
25.80,29.00,76.00,4.32,2.00
27.20,29.50,80.00,6.60,3.00
24.40,27.40,82.00,6.50,1.00
25.00,28.30,84.00,2.60,2.00
24.80,26.10,92.00,0.00,1.00
24.60,26.80,88.00,0.00,1.00
24.60,27.00,87.00,2.40,1.00
24.80,27.00,86.00,0.80,2.00
26.00,27.80,84.00,1.50,0.00
25.40,26.70,89.00,2.00,1.00
25.80,26.60,90.00,0.00,2.00
24.00,26.70,86.00,0.40,1.00
24.00,26.40,85.00,4.00,1.00
24.40,29.10,76.00,1.00,2.00
26.00,29.90,72.00,8.00,2.00
27.00,29.50,74.00,6.00,1.00
26.00,28.60,77.00,5.60,1.00
25.94,27.60,84.00,2.00,1.00
26.00,28.30,83.00,0.30,1.00
26.00,27.40,85.00,5.20,2.00
25.40,28.71,76.53,1.60,1.00
25.00,27.60,84.00,1.00,1.00
25.20,27.50,83.00,4.40,2.00
24.80,27.10,87.00,2.20,2.00
24.80,28.00,82.00,2.50,2.00
24.60,28.10,84.00,5.60,2.00
25.60,28.30,84.00,7.40,3.00
26.40,28.60,81.00,6.20,2.00
24.60,27.10,88.00,2.90,1.00
25.00,28.60,80.00,0.50,1.00
25.40,28.71,76.53,6.00,2.00
25.00,27.40,88.00,0.00,2.00
25.20,27.30,91.00,2.50,1.00
25.60,27.70,89.00,0.00,2.00
25.00,28.70,81.00,0.20,2.00
26.00,28.80,79.00,3.50,2.00
26.80,28.50,82.00,8.00,1.00
25.94,28.00,79.00,1.00,1.00
25.00,28.80,78.00,0.00,2.00
25.20,28.80,73.00,8.50,2.00
26.40,28.60,77.00,4.30,2.00
26.00,29.70,71.00,4.00,3.00
27.00,30.10,71.00,5.40,2.00
26.00,29.60,78.00,7.00,2.00
25.60,27.60,85.00,5.70,1.00
25.94,28.50,76.00,2.60,1.00
26.40,29.40,79.00,6.50,2.00
25.00,29.30,80.00,7.00,2.00
26.80,28.90,77.00,7.20,1.00
25.20,28.90,78.00,5.00,2.00
25.80,27.60,86.00,8.00,1.00
25.80,28.10,83.00,0.00,2.00
25.20,27.40,82.00,1.60,1.00
25.94,28.10,81.00,2.00,1.00
25.00,27.20,84.00,4.50,1.00
25.00,28.20,81.00,3.00,1.00
26.40,28.80,78.00,3.50,2.00
25.60,28.40,81.00,7.00,1.00
25.80,28.80,78.00,5.00,1.00
26.40,28.70,81.00,1.60,1.00
26.00,29.00,81.00,2.00,1.00
27.20,29.40,78.00,7.00,1.00
26.60,27.70,84.00,5.20,1.00
26.00,28.10,84.00,2.00,2.00
25.20,28.10,80.00,6.40,1.00
25.60,29.80,73.00,5.00,2.00
27.00,29.30,77.00,6.60,1.00
26.00,28.90,81.00,5.90,1.00
27.00,28.50,79.00,5.50,1.00
26.80,27.30,86.00,3.00,1.00
25.60,28.60,77.00,1.00,1.00
26.00,28.80,78.00,5.20,3.00
27.00,28.90,81.00,6.70,1.00
26.40,28.30,83.00,1.20,1.00
26.00,29.40,78.00,3.60,2.00
26.40,29.60,77.00,3.20,2.00
25.80,27.70,90.00,6.00,1.00
25.60,28.00,85.00,4.00,2.00
25.80,28.10,86.00,5.40,2.00
26.00,29.00,80.00,1.10,1.00
26.60,29.70,76.00,6.50,1.00
26.20,28.70,77.00,7.00,1.00
26.40,29.60,76.00,6.00,2.00
27.00,30.00,78.00,6.00,2.00
28.00,30.00,76.00,6.90,1.00
26.00,30.40,70.00,1.00,1.00
27.40,30.80,73.00,6.50,2.00
27.00,29.30,77.00,6.80,1.00
26.40,29.10,74.00,4.60,1.00
26.40,29.40,77.00,1.50,2.00
25.00,27.70,84.00,5.00,1.00
25.80,27.80,82.00,2.20,1.00
25.60,28.30,78.00,0.30,1.00
25.94,28.60,82.00,5.50,1.00
26.40,28.80,80.00,0.50,2.00
25.60,27.10,85.00,0.00,1.00
25.40,29.30,76.00,0.00,1.00
25.94,28.70,79.00,4.00,1.00
26.60,29.60,76.00,0.40,2.00
27.00,29.60,79.00,6.40,1.00
27.20,30.20,72.00,5.60,1.00
27.20,30.20,73.00,6.00,1.00
27.00,28.40,82.00,5.00,1.00
26.00,28.80,81.00,0.00,2.00
27.00,29.30,78.00,4.70,1.00
27.20,30.30,75.00,3.00,1.00
27.40,29.90,79.00,6.00,1.00
26.60,29.40,76.00,3.50,2.00
27.40,30.00,70.00,6.00,1.00
26.00,30.20,70.00,5.00,1.00
27.20,29.90,75.00,6.20,2.00
27.00,28.20,84.00,5.80,1.00
25.20,28.70,76.00,0.20,1.00
25.94,29.70,75.00,3.00,2.00
24.80,28.90,80.00,6.00,1.00
26.00,29.70,81.00,1.00,2.00
26.60,29.60,73.00,5.90,1.00
26.00,31.20,65.00,6.00,1.00
27.60,30.40,72.00,6.50,1.00
26.20,29.90,73.00,5.00,2.00
27.00,29.50,74.00,5.00,1.00
26.20,29.80,76.00,3.60,1.00
27.40,29.60,78.00,2.20,1.00
25.94,29.60,76.00,3.40,1.00
27.00,29.40,73.00,6.60,1.00
26.20,30.30,73.00,4.00,2.00
26.60,29.60,74.00,5.80,2.00
26.00,28.70,80.00,5.90,2.00
26.80,29.50,72.00,4.70,1.00
26.20,29.70,74.00,6.50,1.00
26.40,28.90,76.00,0.10,1.00
26.00,29.90,71.00,3.20,1.00
26.40,29.50,75.00,6.00,1.00
27.20,28.70,80.00,4.00,1.00
26.60,29.40,78.00,1.20,2.00
27.20,29.80,75.00,6.60,2.00
24.60,28.71,76.53,5.00,2.00
25.60,29.40,74.00,6.00,2.00
26.60,30.30,72.00,4.50,1.00
27.00,30.10,76.00,6.00,1.00
27.60,30.00,73.00,0.00,1.00
26.40,30.30,69.00,5.00,1.00
27.40,29.90,74.00,6.50,1.00
26.00,29.30,75.00,4.00,1.00
26.20,29.30,74.00,0.00,1.00
26.40,28.90,77.00,6.30,1.00
26.00,28.80,77.00,3.20,1.00
24.40,28.00,80.00,1.00,1.00
25.20,28.70,73.00,4.00,1.00
26.20,29.60,70.00,5.50,1.00
26.40,28.90,78.00,6.00,1.00
26.00,29.30,75.00,6.40,2.00
27.00,29.50,71.00,5.80,2.00
27.00,29.80,68.00,8.00,2.00
26.60,29.70,72.00,6.50,1.00
26.60,29.80,70.00,6.50,1.00
26.40,27.30,81.00,6.00,1.00
25.94,28.50,74.00,1.50,1.00
25.00,29.10,73.00,1.00,1.00
25.00,28.50,69.00,0.40,1.00
25.80,29.00,66.00,6.70,1.00
24.20,28.30,75.00,6.00,1.00
25.40,29.00,73.00,5.20,2.00
25.00,27.80,77.00,4.50,2.00
25.20,27.70,79.00,3.60,1.00
25.40,28.30,80.00,1.20,1.00
26.00,28.80,77.00,6.00,1.00
26.00,29.10,72.00,3.50,2.00
27.20,29.40,74.00,3.30,1.00
25.40,27.30,82.00,2.00,3.00
25.60,28.40,79.00,3.20,2.00
25.00,28.60,77.00,0.00,2.00
26.00,28.80,74.00,6.40,1.00
26.00,29.00,73.00,6.00,1.00
26.40,29.20,74.00,5.40,1.00
27.00,28.90,74.00,6.00,2.00
27.00,29.40,72.00,6.00,2.00
27.20,29.40,70.00,5.60,2.00
26.20,29.20,71.00,6.00,1.00
25.00,28.70,72.00,5.60,1.00
25.80,28.40,64.00,5.00,2.00
25.00,28.40,65.00,6.40,1.00
25.20,28.40,68.00,6.20,2.00
24.60,28.30,67.00,6.20,2.00
26.00,28.20,70.00,6.30,1.00
25.20,28.00,60.00,4.50,1.00
24.60,27.70,69.00,5.20,1.00
24.00,28.20,69.00,6.10,2.00
26.00,29.50,69.00,6.20,2.00
27.60,29.50,70.00,6.40,2.00
25.94,28.50,73.00,0.40,1.00
25.00,29.10,73.00,2.60,1.00
26.60,28.80,77.00,6.20,1.00
25.94,29.30,75.00,5.20,1.00
25.80,28.60,80.00,4.00,2.00
26.00,29.00,78.00,4.50,2.00
27.00,29.20,74.00,6.60,1.00
27.00,29.00,74.00,3.60,2.00
27.20,27.10,83.00,1.50,1.00
24.20,27.50,82.00,1.60,1.00
25.40,28.50,79.00,2.00,1.00
26.20,29.10,75.00,6.80,1.00
